a	5010713
n	2918707
i	2535536
e	2117487
u	2060630
k	1952850
o	1924319
s	1771955
t	1632696
r	1622229
m	1279857
d	1077349
h	1069339
l	1021416
g	669792
/	652055
p	616025
j	610634
f	552218
'	529597
b	505955
,	485234
v	388286
.	375992
-	316690
;	245319
y	240815
c	218310
z	179118
w	176928
x	77591
q	17557
